amenities,built_year,detailed_address,developer,district,facing,floor_level,furnishing,link,mrt_distance,mrt_name,name,neighbourhood,overlooking_view,picture_url,price/sqft,price_month,property_type,sqft,tenure,total_units,unit_types,bedrooms,bathrooms
"['Sauna', 'Swimming pool', 'Wading pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bbq']",1985,145 Devonshire Road,Goodland Pte Ltd,Orchard / River Valley (D9),,,Partial,https://www.99.co/singapore/rent/property/the-beaumont-condo-ytxpcwkwYErAfsMNwVwwkN#enquiry_position_954#enquiry_source_Search,5 min (271 m) from ,Somerset MRT,The Beaumont,River Valley,,https://www.99.co/static/v3/icons/sauna@3x.png,$2.91 psf,"$2,880/mo",Condo Whole Unit,990,Freehold,64,"Studio, 1, 2, 3 BR",1,1
"['Clubhouse', 'Function room', 'Walk in closet', 'Oven', 'Parking', 'Balcony', 'Renovated', 'Closet', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2014,35 Simei Street 3,Cel-Simei Pte Ltd,Pasir Ris / Tampines (D18),,,Partial,https://www.99.co/singapore/rent/property/my-manhattan-condo-J9DsDQrM9xioxNfhmbQdvf#enquiry_position_955#enquiry_source_Search,5 min (179 m) from ,Simei MRT,My Manhattan,Tampines,Pool view,https://www.99.co/static/v3/icons/clubhouse@3x.png,$4.06 psf,"$3,800/mo",Condo Whole Unit,936,99 Years,301,"Studio, 1, 2, 3, 4 BR",3,2
"['Bomb shelter', 'Bathtub', 'Closet', 'Aircon', 'Stove', 'Fridge', 'Swimming pool', 'Oven', '', '', '', '']",2008,38 Amber Road,Ho Brothers Investment Pte Ltd,East Coast / Marine Parade (D15),East,High,,https://www.99.co/singapore/rent/property/38-amber-condo-oj7RXZUaEU2XcatwyKjDsf#enquiry_position_956#enquiry_source_Search,,,38 Amber,Marine Parade,,https://www.99.co/static/v3/icons/bomb_shelter@3x.png,$3.92 psf,"$3,500/mo",Condo Whole Unit,893,Freehold,29,"2, 3 BR",2,2
[],2012,112 Oxley Rise,,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/hollywood-apartments-condo-TZKvkFXNaGFhYpQ35WiaJ9#enquiry_position_957#enquiry_source_Search,10 min (410 m) from ,Dhoby Ghaut MRT,Hollywood Apartments,River Valley,,https://financialtribune.com/sites/default/files/styles/slideshow/public/field/image/17january/12_housing.jpg?itok=d06YPElv&c=951339708e83cdf3eb1f0b0e2a10dfe1,$4.4 psf,"$4,500/mo",Apartment Whole Unit,"1,023",Freehold,40,"Studio, 2, 3, 4 BR",3,2
"['Bomb shelter', 'Bathtub', 'Closet', 'Aircon', 'Stove', 'Fridge', 'Walk in closet', 'Swimming pool', '', '', '', '', '', '']",2008,38 Amber Road,Ho Brothers Investment Pte Ltd,East Coast / Marine Parade (D15),East,High,Partial,https://www.99.co/singapore/rent/property/38-amber-condo-2VLJ8kqAxm3KGvXb8DXzGF#enquiry_position_958#enquiry_source_Search,,,38 Amber,Marine Parade,Sea view,https://www.99.co/static/v3/icons/bomb_shelter@3x.png,$3.18 psf,"$3,800/mo",Condo Whole Unit,"1,195",Freehold,29,"2, 3 BR",3,
"['Sauna', 'Swimming pool', 'Wading pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bbq']",1985,145 Devonshire Road,Goodland Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/the-beaumont-condo-JSYvA2N9DNPLe9XCYJP5iS#enquiry_position_959#enquiry_source_Search,5 min (271 m) from ,Somerset MRT,The Beaumont,River Valley,,https://www.99.co/static/v3/icons/sauna@3x.png,$3.53 psf,"$3,000/mo",Condo Whole Unit,850,Freehold,64,"Studio, 1, 2, 3 BR",1,1
"['Clubhouse', 'Dishwasher', 'Security', 'Aircon', 'Stove', 'Gym', 'Fridge', 'Swimming pool', '', '', '', '']",1994,4 Ardmore Park,Heritage Holdings Pte Ltd,Tanglin / Holland (D10),North South,,Partial,https://www.99.co/singapore/rent/property/heritage-apartments-condo-WvG9zgDMHmWdYZgP5gCinc#enquiry_position_960#enquiry_source_Search,15 min (909 m) from ,Orchard MRT,Heritage Apartments,Newton,Greenery view,https://www.99.co/static/v3/icons/clubhouse@3x.png,$3.69 psf,"$5,800/mo",Condo Whole Unit,"1,571",Freehold,19,"3, 4 BR",3,2
"['Fun pool', 'Clubhouse', 'Gym', 'Pool deck', 'Waterfall', 'Sauna', 'Lounge', 'Jacuzzi', '', '', '', '', '', '', '']",2009,31 Cairnhill Circle,Allgreen Properties Ltd (Cairnhill Green Pte Ltd),Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/cairnhill-residences-condo-A566GyFTAAaWPnfh7hpHzM#enquiry_position_961#enquiry_source_Search,15 min (789 m) from ,Newton MRT,Cairnhill Residences,Newton,,https://www.99.co/static/v3/icons/pool@3x.png,$5.86 psf,"$5,300/mo",Apartment Whole Unit,904,Freehold,97,"2, 3 BR",2,2
"['City view', 'Aircon', 'Closet', 'Tv', 'Sofa', 'Gym', 'Parking', 'Underwater fitness station', '', '', '', '', '', '', '', '', '', '', '', '', '']",2017,5A Shenton Way,Uic Investments (Properties) Pte Ltd,Boat Quay / Raffles Place / Marina (D1),,High (53 total),Fully,https://www.99.co/singapore/rent/property/v-on-shenton-condo-9KXXomZZxByj3xFtzTGwgb#enquiry_position_962#enquiry_source_Search,10 min (387 m) from ,Downtown MRT,V On Shenton,None,City view,https://www.99.co/static/v3/icons/city_view@3x.png,$6.64 psf,"$3,000/mo",Condo Whole Unit,452,99 Years,510,"Studio, 1, 2, 3, 4, 5 BR",studio,1
"['Clubhouse', 'Function room', 'Jacuzzi', 'Sky terrace', 'Lounge', 'Wading pool', 'Hydrotherapy pool', 'Fountain', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2016,17 Fernvale Lane,Peak Living Pte Ltd,Seletar / Yio Chu Kang (D28),,,Fully,https://www.99.co/singapore/rent/property/the-topiary-condo-j6KmZKTchZQ6ChVH6dMYaL#enquiry_position_963#enquiry_source_Search,20 min (939 m) from ,Fernvale MRT,The Topiary,Sengkang,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$6.8 psf,"$1,700/mo",Condo Whole Unit,250,99 Years,700,"Studio, 1, 2, 3, 4 BR",studio,1
"['Stove', 'Oven', 'Parking', 'Bomb shelter', 'Renovated', 'Closet', 'Tv', 'Dining room furniture', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",1998,180 Bencoolen Street,,Beach Road / Bugis / Rochor (D7),,High (19 total),Fully,https://www.99.co/singapore/rent/property/the-bencoolen-condo-PDbHgtYrTFVtANjsinDRg7#enquiry_position_964#enquiry_source_Search,5 min (254 m) from ,Rochor MRT,The Bencoolen,None,City view,https://www.99.co/static/v3/icons/stove@3x.png,$3.79 psf,"$3,500/mo",Condo Whole Unit,923,99 Years,94,"2, 3, 4 BR",2,2
"['Clubhouse', 'Gym', 'Swimming pool', 'Playground', 'Parking', 'Security', 'Bbq', 'Tennis court']",2002,28 Cuscaden Road,Hpl Properties Pte Ltd,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/cuscaden-residences-condo-83btqFFishK75LSdSR4i8f#enquiry_position_965#enquiry_source_Search,15 min (1011 m) from ,Orchard MRT,Cuscaden Residences,Orchard,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$4.04 psf,"$6,000/mo",Condo Whole Unit,"1,485",Freehold,150,"1, 2, 3, 4 BR",3,4
"['Clubhouse', 'Aircon', 'Tv', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Sauna', 'Swimming pool', 'Wading pool', 'Playground', 'Parking', 'Security', 'Gym', 'Bbq', 'Tennis court']",1996,14 Simei Street 1,Melville Park Development Pte Ltd (First Capital Corporation),Pasir Ris / Tampines (D18),,,,https://www.99.co/singapore/rent/property/melville-park-condo-wwQJGrNzxRF4YydiJWPY2n#enquiry_position_966#enquiry_source_Search,15 min (1113 m) from ,Simei MRT,Melville Park,Tampines,,https://pic.99.co/v3/iTepfrPgVrx96VBbvGqoEc?width=1440&mode=fill&text=Lynn+Lim+Hui+Eng&sampling=lanczos&quality=80&version=1&signature=c45ef4db9da6194dbfe39dd30b3c06686c46403b,$7.5 psf,"$1,500/mo",Condo Whole Unit,200,99 Years,1232,"Studio, 1, 2, 3 BR",1,2
"['Jogging track', 'Clubhouse', 'Function room', 'Water feature', 'Jacuzzi', 'Parking', 'Outdoor dining', 'Pool deck', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2016,18 Tanah Merah Kechil Link,Bayfront Realty Pte Ltd,Bedok / Upper East Coast (D16),,,,https://www.99.co/singapore/rent/property/urban-vista-condo-hYFo246dakhzKHVkuM3NRX#enquiry_position_967#enquiry_source_Search,5 min (225 m) from ,Tanah Merah MRT,Urban Vista,Bedok,,https://www.99.co/static/v3/icons/jogging_track@3x.png,$3.85 psf,"$2,400/mo",Condo Whole Unit,624,99 Years,582,"Studio, 1, 2, 3, 4 BR",2,1
"['Gym', 'Swimming pool', 'Tennis court', 'Parking', 'Security', 'Bbq']",1998,180A Bencoolen Street,,Beach Road / Bugis / Rochor (D7),,,,https://www.99.co/singapore/rent/property/the-bencoolen-condo-kFXyFaQHjkXpxHyiAkToaJ#enquiry_position_968#enquiry_source_Search,5 min (254 m) from ,Rochor MRT,The Bencoolen,None,,https://www.99.co/static/v3/icons/gym@3x.png,$4.12 psf,"$3,500/mo",Apartment Whole Unit,850,99 Years,94,"2, 3, 4 BR",2,2
"['Clubhouse', 'Function room', 'Gym', 'Pool deck', 'Wading pool', 'Tennis court', 'Steam room', 'Playground', '', '', '', '', '']",2014,25 Simei Street 3,Cel-Simei Pte Ltd,Pasir Ris / Tampines (D18),,,Fully,https://www.99.co/singapore/rent/property/my-manhattan-condo-ah9UBXCvq4sHUnFFNtxEr#enquiry_position_969#enquiry_source_Search,5 min (179 m) from ,Simei MRT,My Manhattan,Tampines,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$4.63 psf,"$2,600/mo",Condo Whole Unit,561,99 Years,301,"Studio, 1, 2, 3, 4 BR",1,1
"['Swimming pool', 'Playground', 'Parking']",2008,11 Lorong 39 Geylang,Bravo Building Construction Pte Ltd,Eunos / Geylang / Paya Lebar (D14),,,,https://www.99.co/singapore/rent/property/sims-dorado-condo-cBKDJmzhabzG2vZ2DbBfik#enquiry_position_970#enquiry_source_Search,10 min (378 m) from ,Paya Lebar MRT,Sims Dorado,Geylang,,https://www.99.co/static/v3/icons/pool@3x.png,$3.58 psf,"$3,500/mo",Apartment Whole Unit,979,Freehold,35,"2, 3 BR",3,2
"['Stove', 'Squash court', 'Oven', 'Balcony', 'Renovated', 'Closet', 'Tv', 'Greenery view', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",1988,1 Ridley Park,City Developments Ltd,Tanglin / Holland (D10),North,,Fully,https://www.99.co/singapore/rent/property/tanglin-park-condo-mkPmNugMeJskAAtaKgn6mY#enquiry_position_971#enquiry_source_Search,,,Tanglin Park,Tanglin,Greenery view,https://www.99.co/static/v3/icons/stove@3x.png,$4.7 psf,"$4,800/mo",Condo Whole Unit,"1,022",Freehold,274,"Studio, 2, 3, 4, 5 BR",2,2
"['Clubhouse', 'Bomb shelter', 'Renovated', 'Aircon', 'High ceiling', 'Greenery view', 'Gym', 'Fridge', '', '', '', '', '', '', '', '', '', '', '', '', '']",2011,1 Keppel Bay View,,Harbourfront / Telok Blangah (D4),South,Mid (41 total),Flexible,https://www.99.co/singapore/rent/property/reflections-at-keppel-bay-condo-udsoEkiPopycTHgS5TrG83#enquiry_position_972#enquiry_source_Search,10 min (468 m) from ,Telok Blangah MRT,Reflections At Keppel Bay,Bukit Merah,Greenery view,https://www.99.co/static/v3/icons/clubhouse@3x.png,$5.58 psf,"$6,300/mo",Condo Whole Unit,"1,130",99 Years,1129,"Studio, 1, 2, 3, 4, 5, 6 BR",2,2
"['Swimming pool', 'Gym', 'Pool deck', 'Jet pool', 'Parking']",2014,21 Lorong 30 Geylang,Hillwood Development Pte Ltd,Eunos / Geylang / Paya Lebar (D14),,,,https://www.99.co/singapore/rent/property/idyllic-suites-condo-cgRvFrMYSQPvpwNaHi2ChG#enquiry_position_973#enquiry_source_Search,10 min (540 m) from ,Dakota MRT,Idyllic Suites,Geylang,,https://www.99.co/static/v3/icons/pool@3x.png,$5.24 psf,"$2,200/mo",Condo Whole Unit,420,Freehold,71,"1, 2 BR",1,1
"['Jogging track', 'Clubhouse', 'Library', 'Jacuzzi', 'Parking', 'Fun pool', 'Swimming pool', 'Aerobic pool', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2019,27 Fernvale Road,CEL Development,Seletar / Yio Chu Kang (D28),,,,https://www.99.co/singapore/rent/property/high-park-residences-condo-pJRqEmyjpwu5a5CX5fakAL#enquiry_position_974#enquiry_source_Search,5 min (170 m) from ,Thanggam MRT,High Park Residences,Sengkang,,https://www.99.co/static/v3/icons/jogging_track@3x.png,$3.95 psf,"$2,700/mo",Condo Whole Unit,683,99 Years,1399,"Studio, 1, 2, 3, 4, 5 BR",2,2
"['Jogging track', 'Clubhouse', 'Function room', 'Basketball court', 'Squash court', 'Gym', 'Open terrace', 'Swimming pool', '', '', '', '', '', '', '', '']",1998,65 Choa Chu Kang Loop,Choa Chu Kang Land Ltd (Capitaland),Bukit Batok / Bukit Panjang / Choa Chu Kang (D23),,,Fully,https://www.99.co/singapore/rent/property/northvale-condo-agN8xpxZQA4cEvFE8JRdjQ#enquiry_position_975#enquiry_source_Search,5 min (234 m) from ,Choa Chu Kang MRT,Northvale,Choa Chu Kang,,https://www.99.co/static/v3/icons/jogging_track@3x.png,$6.66 psf,"$1,999/mo",Condo Whole Unit,300,99 Years,762,"Studio, 1, 2, 3 BR",studio,1
"['Clubhouse', 'Stove', 'Sea view', 'Oven', 'Outdoor dining', 'Balcony', 'Bomb shelter', 'Closet', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2016,21 Keppel Bay Drive,,Harbourfront / Telok Blangah (D4),,High (10 total),Fully,https://www.99.co/singapore/rent/property/corals-at-keppel-bay-condo-9j6HxZkF6XB8aP4icrSfYc#enquiry_position_976#enquiry_source_Search,10 min (463 m) from ,HarbourFront MRT,Corals At Keppel Bay,Bukit Merah,Greenery view,https://www.99.co/static/v3/icons/clubhouse@3x.png,$7.02 psf,"$4,000/mo",Condo Whole Unit,570,99 Years,366,"Studio, 1, 2, 3, 4, 5 BR",1,1
"['Walk in closet', 'Bomb shelter', 'Bathtub', 'Renovated', 'Aircon', 'Greenery view', 'City view', 'Fridge', '', '', '', '', '', '', '', '', '', '']",2008,38 Amber Road,Ho Brothers Investment Pte Ltd,East Coast / Marine Parade (D15),North,High,Partial,https://www.99.co/singapore/rent/property/38-amber-condo-vwqr5ZztQkSuvkGqEDcvhN#enquiry_position_977#enquiry_source_Search,,,38 Amber,Marine Parade,City view,https://www.99.co/static/v3/icons/walk_in_closet@3x.png,$3.35 psf,"$4,000/mo",Condo Whole Unit,"1,195",Freehold,29,"2, 3 BR",3,2
"['Aircon', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Low floor', 'Swimming pool', 'Washer']",2009,75 Sinaran Drive,Novena Capital Pyte Ltd,Newton / Novena (D11),,Low (13 total),Partial,https://www.99.co/singapore/rent/property/novelis-condo-ygxmkVZVATWPmh6DVZgmMd#enquiry_position_978#enquiry_source_Search,5 min (282 m) from ,Novena MRT,Novelis,Novena,,https://pic.99.co/v3/bGV3jC4tkfQQDeyX6924hn?width=1440&mode=fill&text=Annie+Hou&sampling=lanczos&quality=80&version=1&signature=eea60e6e95d44767a3436fa6f287aa3852af7347,$4.74 psf,"$2,500/mo",Condo Whole Unit,527,Freehold,24,"Studio, 1, 2 BR",1,1
"['Function room', 'Pavilion', 'Gym', 'Pool deck', 'Swimming pool', 'Jacuzzi', 'Tennis court', 'Fitness corner', '', '', '', '', '']",2013,40 Cairnhill Road,Sing Holdings (Cairnhill) Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/the-laurels-condo-bBmFaCaUfPnzkNReiEsUHj#enquiry_position_979#enquiry_source_Search,10 min (518 m) from ,Somerset MRT,The Laurels,Newton,,https://www.99.co/static/v3/icons/function_room@3x.png,$6.74 psf,"$3,700/mo",Condo Whole Unit,549,Freehold,229,"Studio, 1, 2, 3, 4 BR",1,1
"['Function room', 'Pavilion', 'Gym', 'Pool deck', 'Swimming pool', 'Jacuzzi', 'Tennis court', 'Fitness corner', '', '', '', '', '']",2013,38 Cairnhill Road,Sing Holdings (Cairnhill) Pte Ltd,Orchard / River Valley (D9),,,Fully,https://www.99.co/singapore/rent/property/the-laurels-condo-TkxWMPLqNatHiVTvwMgG8d#enquiry_position_980#enquiry_source_Search,10 min (518 m) from ,Somerset MRT,The Laurels,Newton,,https://www.99.co/static/v3/icons/function_room@3x.png,$6.46 psf,"$5,700/mo",Condo Whole Unit,883,Freehold,229,"Studio, 1, 2, 3, 4 BR",2,2
"['Function room', 'Pavilion', 'Gym', 'Pool deck', 'Swimming pool', 'Jacuzzi', 'Tennis court', 'Fitness corner', '', '', '', '', '']",2013,38 Cairnhill Road,Sing Holdings (Cairnhill) Pte Ltd,Orchard / River Valley (D9),,,Fully,https://www.99.co/singapore/rent/property/the-laurels-condo-hPaovWAiXQNC2E9aUgxr7b#enquiry_position_981#enquiry_source_Search,10 min (518 m) from ,Somerset MRT,The Laurels,Newton,,https://www.99.co/static/v3/icons/function_room@3x.png,$6.19 psf,"$3,400/mo",Condo Whole Unit,549,Freehold,229,"Studio, 1, 2, 3, 4 BR",1,1
"['Clubhouse', 'Jet pool', 'Gym', 'Open terrace', 'Sauna', 'Hydrotherapy pool', 'Wading pool', 'Jacuzzi', '', '', '', '', '', '', '']",2007,10 Gopeng Street,Lucky Pinnacle Pte Ltd (Far East),Chinatown / Tanjong Pagar (D2),,,,https://www.99.co/singapore/rent/property/icon-condo-9LUx26g2G95MbJJnRz5DGb#enquiry_position_982#enquiry_source_Search,5 min (194 m) from ,Tanjong Pagar MRT,Icon,None,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$5.57 psf,"$3,900/mo",Apartment Whole Unit,700,99 Years,646,"Studio, 1, 2, 3 BR",1,1
"['Function room', 'Pavilion', 'Gym', 'Pool deck', 'Swimming pool', 'Jacuzzi', 'Tennis court', 'Fitness corner', '', '', '', '', '']",2013,38 Cairnhill Road,Sing Holdings (Cairnhill) Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/the-laurels-condo-ZaSuYUHBdUVPXSwXJ8GZr5#enquiry_position_983#enquiry_source_Search,10 min (518 m) from ,Somerset MRT,The Laurels,Newton,,https://www.99.co/static/v3/icons/function_room@3x.png,$6.46 psf,"$5,700/mo",Condo Whole Unit,883,Freehold,229,"Studio, 1, 2, 3, 4 BR",2,2
"['Clubhouse', 'Gym', 'Swimming pool', 'Jacuzzi', 'Steam room', 'Playground', 'Parking', 'Security', '', '', '']",2012,7 Newton Road,Pacific Rover Pte Ltd,Newton / Novena (D11),,,,https://www.99.co/singapore/rent/property/trilight-condo-FNWyXVTQDxN3WBUgDo7XnA#enquiry_position_984#enquiry_source_Search,5 min (307 m) from ,Newton MRT,Trilight,Novena,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$4.92 psf,"$11,500/mo",Condo Whole Unit,"2,336",Freehold,205,"Studio, 2, 3, 4, 5 BR",4,5
"['Walk in closet', 'Oven', 'Parking', 'Renovated', 'Mini golf range', 'Tv', 'Greenery view', 'Wading pool', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2000,63 Bishan Street 21,Bishan Properties Pte Ltd (Far East Organization),Ang Mo Kio / Bishan / Thomson (D20),North West,High (10 total),Fully,https://www.99.co/singapore/rent/property/bishan-8-condo-89KwY4A8VnsyTZc5pRy8s7#enquiry_position_985#enquiry_source_Search,5 min (226 m) from ,Bishan MRT,Bishan 8,Bishan,Greenery view,https://www.99.co/static/v3/icons/walk_in_closet@3x.png,$3.77 psf,"$3,500/mo",Condo Whole Unit,928,99 Years,200,"2, 3 BR",2,3
"['Closet', 'Aircon', 'Tv', 'Stove', 'Fridge', 'Bed', 'High floor', 'Washer', '']",1977,24 Verdun Road,,Farrer Park / Serangoon Rd (D8),,High,Fully,https://www.99.co/singapore/rent/property/24-verdun-road-condo-DxuqfneVQ2AgQTuWthgAP4#enquiry_position_986#enquiry_source_Search,5 min (346 m) from ,Farrer Park MRT,24 Verdun Road,Kallang,,https://www.99.co/static/v3/icons/closet@3x.png,$6.33 psf,"$1,900/mo",Condo Whole Unit,300,Freehold,,"Studio, 1 BR",studio,1
"['Jogging track', 'Clubhouse', 'Function room', 'Water feature', 'Stove', 'Oven', 'Parking', 'Mid floor', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2008,6 Marina Boulevard,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),South East,Mid (70 total),Fully,https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-hdBDZ6DLEBStmpBpaLSTF3#enquiry_position_987#enquiry_source_Search,5 min (216 m) from ,Downtown MRT,The Sail @ Marina Bay,None,Pool view,https://www.99.co/static/v3/icons/jogging_track@3x.png,$5.37 psf,"$3,300/mo",Condo Whole Unit,614,99 Years,1111,"Studio, 1, 2, 3, 4, 5, 10 BR",1,1
"['Jogging track', 'Clubhouse', 'Function room', 'Water feature', 'Walk in closet', 'Sea view', 'Parking', 'Sky terrace', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2008,2 Marina Boulevard,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),,,Fully,https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-qHWxJp2gRDtPSJStigxjVZ#enquiry_position_988#enquiry_source_Search,5 min (216 m) from ,Downtown MRT,The Sail @ Marina Bay,None,Sea view,https://www.99.co/static/v3/icons/jogging_track@3x.png,$6.62 psf,"$6,200/mo",Condo Whole Unit,936,99 Years,1111,"Studio, 1, 2, 3, 4, 5, 10 BR",2,2
"['Clubhouse', 'Ground floor', 'Fitness corner', 'Aircon', 'Jacuzzi', 'Gym', 'Fridge', 'Tennis court', '', '', '', '', '', '', '', '', '', '', '', '']",2008,6 West Coast Road,First Bedok Land Pte Ltd,Buona Vista / West Coast / Clementi (D5),North East,Ground,Fully,https://www.99.co/singapore/rent/property/the-stellar-condo-Vmk4jJBCytuhvGGQiXqMCV#enquiry_position_989#enquiry_source_Search,,,The Stellar,Clementi,Pool view,https://www.99.co/static/v3/icons/clubhouse@3x.png,$3.61 psf,"$6,500/mo",Condo Whole Unit,"1,800",Freehold,162,"2, 3, 4 BR",4,3
"['Infinity pool', 'Lounge', 'Aircon', 'Gym', 'Fridge', 'Library', 'Viewing deck', 'Jacuzzi', 'Concierge', 'Sea view', 'High floor', 'Washer', 'Bbq']",2016,3 Wallich Street,Guocoland Limited,Chinatown / Tanjong Pagar (D2),,High (64 total),Partial,https://www.99.co/singapore/rent/property/wallich-residence-condo-xskX2A24KCBrxxwGUBFK93#enquiry_position_990#enquiry_source_Search,5 min (75 m) from ,Tanjong Pagar MRT,Wallich Residence,None,Sea view,https://pic.99.co/v3/LeJ5AjzZn8R8eEMTFJTLWH?width=1440&mode=fill&text=Krishna+Kumar&sampling=lanczos&quality=80&version=1&signature=df9d181df373935bd74153354884603053ab87b8,$8.48 psf,"$7,300/mo",Condo Whole Unit,861,99 Years,181,"Studio, 1, 2, 3, 4, 5 BR",2,2
"['Function room', 'Pavilion', 'Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Waterfall', 'Parking', '', '']",1998,33 Club Street,Oxford Gardens Pte Ltd,Boat Quay / Raffles Place / Marina (D1),,,,https://www.99.co/singapore/rent/property/emerald-garden-condo-CX98VP6y67nzrUNMjtjcAj#enquiry_position_991#enquiry_source_Search,5 min (238 m) from ,Telok Ayer MRT,Emerald Garden,None,,https://www.99.co/static/v3/icons/function_room@3x.png,$4.13 psf,"$4,000/mo",Condo Whole Unit,969,999 Years,265,"Studio, 1, 2, 3, 4 BR",2,2
